term,E,P,A,E2,P2,A2
relation,2.07,1.89,0.13,2.07,1.89,0.13
relative,2.42,1.51,1.10,2.42,1.51,1.10
reporter,0.56,1.40,2.24,0.56,1.40,2.24
republican,0.11,0.87,0.55,0.11,0.87,0.55
researcher,1.88,1.75,-0.60,1.88,1.75,-0.60
reservist,0.80,0.07,-0.79,0.80,0.07,-0.79
restaurant_operator,1.33,1.63,1.86,1.33,1.63,1.86
retailer,0.52,0.77,1.02,0.52,0.77,1.02
retiree,1.14,-0.34,-1.63,1.14,-0.34,-1.63
ringleader,0.25,2.57,1.79,0.25,2.57,1.79
rival,-0.89,1.47,1.44,-0.89,1.47,1.44
robber,-3.15,0.73,-0.03,-3.15,0.73,-0.03
roofer,0.84,0.29,0.86,0.84,0.29,0.86
rookie_cop,0.44,-0.61,0.21,0.44,-0.61,0.21
roommate,1.44,0.73,0.58,1.44,0.73,0.58
runaway,-0.70,-0.45,0.43,-0.70,-0.45,0.43
sadist,-2.46,0.97,0.59,-2.46,0.97,0.59
safecracker,-1.17,0.87,-0.37,-1.17,0.87,-0.37
saint,3.13,2.69,-1.28,3.13,2.69,-1.28
salesclerk,0.69,-0.08,1.18,0.69,-0.08,1.18
salesperson,0.12,0.33,2.16,0.12,0.33,2.16
scapegoat,-1.41,-1.62,-0.97,-1.41,-1.62,-0.97
scatterbrain,-1.26,-1.10,1.77,-1.26,-1.10,1.77
schizophrenic,-0.98,-1.13,1.58,-0.98,-1.13,1.58
scholar,2.67,2.41,-0.40,2.67,2.41,-0.40
scientist,1.98,1.89,-0.35,1.98,1.89,-0.35
scoundrel,-2.58,-0.46,1.47,-2.58,-0.46,1.47
scrooge,-2.23,-0.27,-0.80,-2.23,-0.27,-0.80
secretary,1.62,-0.23,-0.31,1.62,-0.23,-0.31
security_guard,1.32,1.43,-0.24,1.32,1.43,-0.24
self_employed_worker,1.86,1.74,0.84,1.86,1.74,0.84
senator,0.06,2.23,0.87,0.06,2.23,0.87
senior_citizen,1.60,-0.81,-1.89,1.60,-0.81,-1.89
servant,0.54,-1.91,-1.21,0.54,-1.91,-1.21
server,1.78,-0.11,0.79,1.78,-0.11,0.79
sewing_machine_operator,1.06,-0.63,-0.13,1.06,-0.63,-0.13
sheet_metal_worker,0.89,0.22,1.09,0.89,0.22,1.09
sheriff,1.04,2.46,1.14,1.04,2.46,1.14
ship_captain,1.91,2.55,1.51,1.91,2.55,1.51
ship_engineer,1.55,1.85,0.26,1.55,1.85,0.26
shoe_repairman,1.45,0.11,-0.46,1.45,0.11,-0.46
shop_clerk,1.25,-0.47,0.12,1.25,-0.47,0.12
shopkeeper,1.21,0.26,0.23,1.21,0.26,0.23
shoplifter,-2.40,-0.53,-0.36,-2.40,-0.53,-0.36
shopper,0.80,0.53,0.60,0.80,0.53,0.60
shrew,-1.03,-1.26,0.09,-1.03,-1.26,0.09
shrimp,0.94,-2.34,-1.15,0.94,-2.34,-1.15
shrink,1.04,1.04,-0.86,1.04,1.04,-0.86
shut_in,-1.04,-2.05,-2.28,-1.04,-2.05,-2.28
shyster,-0.83,-1.11,-1.14,-0.83,-1.11,-1.14
sibling,2.35,1.49,1.46,2.35,1.49,1.46
sidekick,1.66,-0.05,0.35,1.66,-0.05,0.35
simpleton,-0.51,-1.63,-1.43,-0.51,-1.63,-1.43
single_parent,1.02,1.10,0.58,1.02,1.10,0.58
sinner,-1.77,-0.62,0.80,-1.77,-0.62,0.80
sissy,-1.22,-1.81,-0.86,-1.22,-1.81,-0.86
sister,1.90,1.23,1.09,1.90,1.23,1.09
sister_in_law,0.97,0.19,0.32,0.97,0.19,0.32
skeptic,-0.08,0.27,-0.02,-0.08,0.27,-0.02
skilled_worker,2.34,2.11,0.59,2.34,2.11,0.59
slave,-1.83,-3.02,-1.33,-1.83,-3.02,-1.33
slave_driver,-3.36,1.72,1.77,-3.36,1.72,1.77
sleuth,-0.42,0.85,-1.27,-0.42,0.85,-1.27
slob,-2.42,-1.23,-1.01,-2.42,-1.23,-1.01
slut,-1.90,-0.90,1.45,-1.90,-0.90,1.45
smart_aleck,-1.21,-0.20,2.10,-1.21,-0.20,2.10
smoker,-1.64,-1.18,-0.53,-1.64,-1.18,-0.53
snob,-2.27,-0.34,0.85,-2.27,-0.34,0.85
snoop,-1.95,0.06,-1.55,-1.95,0.06,-1.55
snot,-2.14,-0.96,0.71,-2.14,-0.96,0.71
social_worker,2.13,1.30,-0.05,2.13,1.30,-0.05
socialist,-0.25,0.32,0.47,-0.25,0.32,0.47
soldier,1.91,1.97,1.48,1.91,1.97,1.48
son,1.53,1.23,0.74,1.53,1.23,0.74
son_in_law,1.18,0.35,0.04,1.18,0.35,0.04
sophisticate,1.66,1.98,0.09,1.66,1.98,0.09
sophomore,0.88,0.02,0.54,0.88,0.02,0.54
sorehead,-1.96,-0.75,0.05,-1.96,-0.75,0.05
soulmate,3.24,2.86,0.42,3.24,2.86,0.42
specialist,1.99,2.04,0.43,1.99,2.04,0.43
spectator,0.64,-0.72,-0.18,0.64,-0.72,-0.18
speech_language_pathologist,1.76,1.19,-0.36,1.76,1.19,-0.36
speeder,-1.19,0.82,2.82,-1.19,0.82,2.82
spoilsport,-1.89,-0.28,0.86,-1.89,-0.28,0.86
spook,-1.10,0.24,1.07,-1.10,0.24,1.07
sports_fan,1.11,0.16,3.11,1.11,0.16,3.11
spouse,2.77,1.93,0.46,2.77,1.93,0.46
spy,-0.03,1.70,-1.05,-0.03,1.70,-1.05
star,1.85,2.33,0.91,1.85,2.33,0.91
state_trooper,0.35,2.25,1.06,0.35,2.25,1.06
statistician,0.88,0.60,-0.76,0.88,0.60,-0.76
steel_worker,0.82,0.45,1.06,0.82,0.45,1.06
stenographer,0.49,-0.20,-0.31,0.49,-0.20,-0.31
stepbrother,0.41,0.20,0.53,0.41,0.20,0.53
stepchild,0.13,-0.37,0.26,0.13,-0.37,0.26
stepdaughter,0.93,0.16,0.47,0.93,0.16,0.47
stepfather,0.24,0.71,0.20,0.24,0.71,0.20
stepmother,0.11,0.35,0.37,0.11,0.35,0.37
stepparent,-0.10,0.00,-0.01,-0.10,0.00,-0.01
stepsister,0.47,0.10,0.30,0.47,0.10,0.30
stepson,0.48,-0.14,0.50,0.48,-0.14,0.50
stockbroker,0.30,1.79,1.46,0.30,1.79,1.46
stockholder,0.52,1.11,0.60,0.52,1.11,0.60
storyteller,2.15,1.53,0.25,2.15,1.53,0.25
stranger,-0.13,-0.07,-0.21,-0.13,-0.07,-0.21
street_musician,1.34,-0.50,1.81,1.34,-0.50,1.81
street_preacher,-0.37,-0.41,2.21,-0.37,-0.41,2.21
streetwalker,-0.68,-1.33,-0.05,-0.68,-1.33,-0.05
stripper,-1.10,-1.19,1.14,-1.10,-1.19,1.14
student,1.82,0.53,0.16,1.82,0.53,0.16
student_teacher,1.75,0.24,0.42,1.75,0.24,0.42
subordinate,0.17,-1.42,-0.86,0.17,-1.42,-0.86
sucker,-1.46,-1.88,-0.46,-1.46,-1.88,-0.46
superior,0.72,2.63,1.08,0.72,2.63,1.08
superordinate,0.35,0.70,0.39,0.35,0.70,0.39
supervisor,0.66,2.00,0.78,0.66,2.00,0.78
supporter,2.62,2.08,1.24,2.62,2.08,1.24
surgeon,2.97,3.13,-0.24,2.97,3.13,-0.24
survivor,2.83,2.66,0.62,2.83,2.66,0.62
suspect,-0.85,-1.11,-0.38,-0.85,-1.11,-0.38
sweetheart,2.77,1.63,0.15,2.77,1.63,0.15
switchboard_operator,0.62,0.39,0.57,0.62,0.39,0.57
systems_engineer,1.35,1.35,-0.15,1.35,1.35,-0.15
tailor,1.22,0.07,-0.55,1.22,0.07,-0.55
tax_preparer,0.57,1.18,-0.49,0.57,1.18,-0.49
taxi_driver,0.76,-0.46,1.68,0.76,-0.46,1.68
taxpayer,1.28,-0.12,-0.14,1.28,-0.12,-0.14
teacher,2.50,2.26,0.29,2.50,2.26,0.29
teammate,2.77,2.19,1.74,2.77,2.19,1.74
tease,-1.37,0.47,0.83,-1.37,0.47,0.83
technician,1.73,1.10,0.46,1.73,1.10,0.46
teenager,0.17,-0.61,1.87,0.17,-0.61,1.87
teetotaler,-0.36,-0.48,0.24,-0.36,-0.48,0.24
telemarketer,-1.69,-1.63,1.69,-1.69,-1.63,1.69
telephone_installer,0.96,-0.15,0.00,0.96,-0.15,0.00
telephone_operator,0.27,-0.31,0.51,0.27,-0.31,0.51
temporary_worker,0.45,-1.39,-0.35,0.45,-1.39,-0.35
tenant,0.80,-0.70,-0.03,0.80,-0.70,-0.03
terrorist,-3.78,2.29,1.22,-3.78,2.29,1.22
textile_worker,0.74,-0.86,0.23,0.74,-0.86,0.23
thief,-3.11,0.11,-0.58,-3.11,0.11,-0.58
thug,-2.57,0.48,1.37,-2.57,0.48,1.37
ticket_taker,0.31,-0.57,0.05,0.31,-0.57,0.05
toddler,1.20,-1.73,2.06,1.20,-1.73,2.06
tomboy,0.68,0.73,0.86,0.68,0.73,0.86
tool_and_die_maker,0.71,0.00,-0.36,0.71,0.00,-0.36
topless_dancer,-0.71,-0.42,1.59,-0.71,-0.42,1.59
tot,0.91,-1.61,1.31,0.91,-1.61,1.31
tourist,0.52,-0.93,1.25,0.52,-0.93,1.25
trainee,0.89,-1.43,-0.57,0.89,-1.43,-0.57
traitor,-2.71,0.38,-0.55,-2.71,0.38,-0.55
tramp,-2.28,-1.47,1.06,-2.28,-1.47,1.06
transportation_ticket_agent,0.35,0.04,0.23,0.35,0.04,0.23
travel_agent,1.39,0.43,1.05,1.39,0.43,1.05
traveler,1.75,0.72,0.66,1.75,0.72,0.66
trespasser,-2.19,0.06,-1.01,-2.19,0.06,-1.01
troublemaker,-2.20,0.71,2.23,-2.20,0.71,2.23
truant,-0.65,0.04,0.29,-0.65,0.04,0.29
truck_driver,0.61,0.38,0.38,0.61,0.38,0.38
truelove,3.36,3.22,0.59,3.36,3.22,0.59
tutor,2.42,1.68,-0.35,2.42,1.68,-0.35
tv_repairman,1.01,-0.10,-0.40,1.01,-0.10,-0.40
typist,0.73,-0.47,0.98,0.73,-0.47,0.98
umpire,0.99,1.85,1.51,0.99,1.85,1.51
uncle,1.75,1.06,0.73,1.75,1.06,0.73
underachiever,-1.75,-1.83,-1.44,-1.75,-1.83,-1.44
underdog,1.17,-0.69,-0.24,1.17,-0.69,-0.24
undergraduate,1.64,0.08,1.28,1.64,0.08,1.28
undertaker,0.33,0.74,-0.65,0.33,0.74,-0.65
unemployed_person,-0.49,-1.78,-1.14,-0.49,-1.78,-1.14
union_member,0.73,0.70,1.13,0.73,0.70,1.13
university_student,1.65,0.70,1.54,1.65,0.70,1.54
unwanted_child,-1.70,-1.91,-0.71,-1.70,-1.91,-0.71
unwed_father,-0.13,0.20,0.04,-0.13,0.20,0.04
unwed_mother,0.02,0.23,0.37,0.02,0.23,0.37
unwed_parent,-0.15,0.15,0.18,-0.15,0.15,0.18
usher,1.56,0.81,-0.27,1.56,0.81,-0.27
vagrant,-1.39,-1.49,-0.33,-1.39,-1.49,-0.33
vandal,-2.08,-0.19,0.61,-2.08,-0.19,0.61
veterinarian,2.81,1.99,-0.04,2.81,1.99,-0.04
victim,-0.17,-2.56,-1.45,-0.17,-2.56,-1.45
vigilante,-0.07,1.03,1.48,-0.07,1.03,1.48
villain,-3.11,1.80,1.39,-3.11,1.80,1.39
vip,0.95,2.24,1.29,0.95,2.24,1.29
virgin,1.63,1.11,-0.96,1.63,1.11,-0.96
visitor,1.16,-0.11,0.05,1.16,-0.11,0.05
voter,1.88,1.68,0.02,1.88,1.68,0.02
wage_earner,1.64,1.08,0.04,1.64,1.08,0.04
waiter,1.29,-0.21,1.29,1.29,-0.21,1.29
waitress,1.45,-0.26,1.31,1.45,-0.26,1.31
wallflower,0.16,-1.45,-2.23,0.16,-1.45,-2.23
ward_of_the_state,-0.04,-0.39,-0.05,-0.04,-0.39,-0.05
warden,-0.13,2.38,0.90,-0.13,2.38,0.90
watchman,1.49,1.47,-1.31,1.49,1.47,-1.31
weakling,-1.32,-2.78,-1.93,-1.32,-2.78,-1.93
web_developer,1.28,1.26,-0.96,1.28,1.26,-0.96
weirdo,-0.61,-0.76,-0.15,-0.61,-0.76,-0.15
welder,0.85,0.45,0.80,0.85,0.45,0.80
welfare_recipient,-0.49,-1.86,-0.94,-0.49,-1.86,-0.94
white_collar_worker,1.05,1.22,0.40,1.05,1.22,0.40
white_man,0.78,1.72,0.37,0.78,1.72,0.37
white_supremacist,-3.19,-0.04,1.29,-3.19,-0.04,1.29
white_woman,0.84,0.74,0.20,0.84,0.74,0.20
wholesaler,0.86,1.10,0.54,0.86,1.10,0.54
whore,-1.76,-1.59,1.31,-1.76,-1.59,1.31
widow,-0.02,-0.57,-1.27,-0.02,-0.57,-1.27
widower,-0.34,-0.98,-1.42,-0.34,-0.98,-1.42
wife,2.63,2.23,1.09,2.63,2.23,1.09
wife_abuser,-3.97,0.64,1.71,-3.97,0.64,1.71
windbag,-0.67,-0.42,0.89,-0.67,-0.42,0.89
winner,2.69,2.78,2.18,2.69,2.78,2.18
witness,1.48,1.84,-0.08,1.48,1.84,-0.08
woman,1.75,1.10,0.41,1.75,1.10,0.41
womanizer,-1.82,0.78,1.69,-1.82,0.78,1.69
worker,1.57,0.35,0.60,1.57,0.35,0.60
writer,1.57,2.04,-1.16,1.57,2.04,-1.16
youngster,1.13,-0.84,2.19,1.13,-0.84,2.19
