term,E,P,A,E2,P2,A2
unstable,-2.36,-1.7,0.15,-2.36,-1.7,0.15
unsuccessful,-2.49,-1.45,-1.08,-2.49,-1.45,-1.08
upset,-2.7,-0.66,-0.87,-2.7,-0.66,-0.87
uptight,-1.82,-0.63,-0.12,-1.82,-0.63,-0.12
vain,-2.22,-0.29,0.93,-2.22,-0.29,0.93
vengeful,-2.45,0.24,0.67,-2.45,0.24,0.67
vigorous,1.38,1.63,2.21,1.38,1.63,2.21
violent,-3.14,1.36,2.55,-3.14,1.36,2.55
virtuous,3.11,2.49,0.1,3.11,2.49,0.1
vivacious,1.58,1.51,2.23,1.58,1.51,2.23
vulgar,-1.91,-0.08,1.81,-1.91,-0.08,1.81
warm,2.7,1.58,-0.57,2.7,1.58,-0.57
warmhearted,3.25,2.37,-0.1,3.25,2.37,-0.1
weak,-2.31,-3.04,-2.1,-2.31,-3.04,-2.1
wealthy,2.13,2.8,1.03,2.13,2.8,1.03
white,1.01,1.77,0.68,1.01,1.77,0.68
wholesome,2.59,1.61,-0.39,2.59,1.61,-0.39
widowed,-2.84,-0.68,-1.42,-2.84,-0.68,-1.42
wild,0.05,0.86,2.87,0.05,0.86,2.87
wise,3.43,3.45,-1.04,3.43,3.45,-1.04
withdrawn,-1.07,-1.56,-2.03,-1.07,-1.56,-2.03
witty,2.07,1.82,1.93,2.07,1.82,1.93
worried,-2.34,-0.62,-0.12,-2.34,-0.62,-0.12
worthless,-3.45,-2.61,-2.57,-3.45,-2.61,-2.57
worthy,2.86,2.48,0.52,2.86,2.48,0.52
young,2.47,0.75,2.51,2.47,0.75,2.51
