Z000000   0.20  -0.30   0.17
Z100000   0.48   0.00   0.00
Z010000   0.00   0.40   0.00
Z001000   0.00   0.00   0.91
Z000100   0.72   0.12   0.20
Z000010   0.00   0.44   0.17
Z000001  -0.10  -0.17   0.16
Z100100   0.11   0.07   0.00
Z100010   0.00   0.07   0.15
