Z000000  -0.26  -0.18   0.07
Z100000   0.67  -0.15   0.05
Z010000  -0.29   0.76  -0.09
Z001000  -0.11   0.06   0.67
Z000100   0.47  -0.02   0.01
Z000010  -0.02   0.56  -0.09
Z000001   0.00   0.07   0.67
Z100100   0.12   0.00   0.00

