Z000000   0.08  -0.70  -0.29
Z100000   0.26   0.00   0.00
Z010000   0.00   0.22   0.00
Z001000   0.00   0.00   0.37
Z000100   0.53   0.30   0.21
Z000010   0.00   0.40   0.00
Z000001   0.00   0.00   0.23
Z100100   0.05   0.06   0.00
Z100010   0.00   0.00   0.12
Z100001   0.00   0.07   0.00
