Z000000  -0.33  -0.68  -0.02
Z100000   0.28   0.00   0.16
Z010000   0.00   0.60  -0.15
Z001000  -0.12  -0.11   0.45
Z000100   0.24   0.09   0.04
Z000010   0.00   0.14   0.03
Z000001   0.00   0.04   0.23
Z100100   0.03   0.00   0.00
Z100010   0.04   0.00   0.04
Z100001   0.00   0.04  -0.05
Z010100   0.08  -0.04   0.00
Z010010  -0.07   0.03  -0.04
Z010001   0.00   0.00   0.06
