Z000000  -0.50  -0.36   0.09
Z100000   0.60   0.00  -0.12
Z010000  -0.10   0.60   0.11
Z001000  -0.13   0.00   0.59
Z000100   0.39   0.09   0.00
Z000010   0.06   0.48   0.00
Z000001   0.00   0.07   0.36
Z100100   0.08   0.00   0.00
Z001100   0.02   0.00   0.00
Z001010  -0.05   0.00  -0.05
Z001001   0.00   0.00   0.07
