term,E,P,A,E2,P2,A2
uptight,-1.8,-1,0.22,-1.8,-1,0.22
vain,-2.11,-0.44,0.91,-2.11,-0.44,0.91
vengeful,-2.63,0,1.12,-2.63,0,1.12
vigorous,1.94,1.94,2.62,1.94,1.94,2.62
violent,-3.31,1.35,2.8,-3.31,1.35,2.8
virtuous,2.81,1.81,0.06,2.81,1.81,0.06
vivacious,1.62,1.42,2.12,1.62,1.42,2.12
vulgar,-2.08,-0.53,1.69,-2.08,-0.53,1.69
warm,2.62,1.29,-0.18,2.62,1.29,-0.18
warmhearted,3.2,1.99,-0.08,3.2,1.99,-0.08
weak,-2.09,-3,-2.2,-2.09,-3,-2.2
wealthy,1.96,2.75,1.17,1.96,2.75,1.17
weird,0.71,0.13,0.7,0.71,0.13,0.7
white,0.93,0.88,0.17,0.93,0.88,0.17
wholesome,2.4,1.15,-0.31,2.4,1.15,-0.31
widowed,-2.53,-1.57,-1.35,-2.53,-1.57,-1.35
wild,-0.04,1.16,2.83,-0.04,1.16,2.83
wise,3.22,2.62,-0.87,3.22,2.62,-0.87
withdrawn,-1.29,-1.84,-2.51,-1.29,-1.84,-2.51
witty,2.1,1.33,1.43,2.1,1.33,1.43
worried,-1.8,-1.8,-0.55,-1.8,-1.8,-0.55
worthless,-3.09,-2.98,-2.26,-3.09,-2.98,-2.26
worthy,3.03,2.3,0.53,3.03,2.3,0.53
young,2.06,0.18,2.18,2.06,0.18,2.18
