Chatroom,0.48,0.23,1.4,0.6,0.4,1.49
Cyberspace,2.24,2.48,2.14,2.34,2.74,2.38
Information_Superhighway,2.23,2.42,2.1,2.82,3.03,2.59
Internet,2.92,3.1,2.58,2.96,3.3,2.82
IRC,1.27,1.13,1.54,1.52,1.48,1.75
MUD,1.08,0.8,1.01,1.28,1.25,1.34
Newsgroup,1.15,0.99,1,1.07,0.96,1.03
Real_world,1.59,2.05,2.1,1.69,2.11,2.24
World_Wide_Web,2.87,2.94,2.32,3.03,3.23,2.67
