term,E,P,A,E2,P2,A2
invalid,-0.8,-2.07,-2,-0.8,-2.07,-2
investigator,1.23,1.61,0.3,1.23,1.61,0.3
jackass,-2.29,-0.96,1.89,-2.29,-0.96,1.89
janitor,1.53,-1.06,0.69,1.53,-1.06,0.69
jerk,-2.94,-0.63,1.85,-2.94,-0.63,1.85
jeweler,1.25,0.38,-0.28,1.25,0.38,-0.28
job_seeker,1.67,-0.77,1.34,1.67,-0.77,1.34
jobless_person,-0.62,-2.05,-1.17,-0.62,-2.05,-1.17
jock,0.42,1.36,2.49,0.42,1.36,2.49
journalist,1.12,1.36,1.4,1.12,1.36,1.4
judge,1.31,2.65,0.15,1.31,2.65,0.15
junkie,-2.62,-2.48,-0.33,-2.62,-2.48,-0.33
juror,1.41,1.84,-0.53,1.41,1.84,-0.53
jury_foreman,1.26,1.65,0.23,1.26,1.65,0.23
juvenile,0.39,-1.33,1.91,0.39,-1.33,1.91
kid,1.73,-1.23,2.54,1.73,-1.23,2.54
kidnapper,-3.67,1.52,1.28,-3.67,1.52,1.28
killjoy,-2.46,-0.17,0.35,-2.46,-0.17,0.35
klutz,-1.05,-1.34,0.82,-1.05,-1.34,0.82
know_it_all,-1.4,-0.25,1.74,-1.4,-0.25,1.74
kook,-1.04,-0.67,1.31,-1.04,-0.67,1.31
labor_union_leader,1.1,2.19,1.97,1.1,2.19,1.97
laborer,1.65,-0.11,1.7,1.65,-0.11,1.7
lackey,-1.2,-1.85,-0.33,-1.2,-1.85,-0.33
lady,2.05,0.57,-0.25,2.05,0.57,-0.25
laid_off_worker,-1.35,-2.26,-1.41,-1.35,-2.26,-1.41
landlady,0.75,1.5,0.41,0.75,1.5,0.41
landlord,0.59,2.09,0.27,0.59,2.09,0.27
landscape_architect,1.68,0.98,0.39,1.68,0.98,0.39
landscaper,1.46,0.19,1.38,1.46,0.19,1.38
law_student,1.21,0.72,0.98,1.21,0.72,0.98
lawyer,0.5,2.33,1.89,0.5,2.33,1.89
leader,2.07,2.87,1.98,2.07,2.87,1.98
lecturer,1.28,1.34,0.69,1.28,1.34,0.69
legislator,0.23,1.78,0.84,0.23,1.78,0.84
lesbian,0.52,-0.17,0.4,0.52,-0.17,0.4
liar,-3.05,-0.82,0.9,-3.05,-0.82,0.9
liberal,0.67,0.46,0.97,0.67,0.46,0.97
libertarian,0.77,0.17,0.7,0.77,0.17,0.7
librarian,2.1,0.31,-1.59,2.1,0.31,-1.59
library_assistant,1.83,-0.3,-1.62,1.83,-0.3,-1.62
little_brother,2.03,-0.9,2.11,2.03,-0.9,2.11
little_sister,2.08,-0.42,1.48,2.08,-0.42,1.48
loafer,-1.6,-2.11,-2.38,-1.6,-2.11,-2.38
loan_shark,-2.45,1.89,1.7,-2.45,1.89,1.7
lobby_attendant,1.23,-0.41,0.21,1.23,-0.41,0.21
lobbyist,-0.9,1.75,2.07,-0.9,1.75,2.07
locksmith,1.81,1.33,0.25,1.81,1.33,0.25
logger,0.81,1.51,2.23,0.81,1.51,2.23
loner,-0.24,-1.07,-1.85,-0.24,-1.07,-1.85
loser,-2.28,-2.68,-1.32,-2.28,-2.68,-1.32
louse,-2.49,-1.21,-0.41,-2.49,-1.21,-0.41
lout,-2.55,-0.74,0.66,-2.55,-0.74,0.66
lover,2.81,2.02,0.89,2.81,2.02,0.89
lunatic,-2.16,-0.36,1.88,-2.16,-0.36,1.88
machine_operator_in_a_factory,1.49,0.17,1.87,1.49,0.17,1.87
machine_repairer,1.95,1.26,1.53,1.95,1.26,1.53
madman,-2.71,0.68,2.27,-2.71,0.68,2.27
mafioso,-2.33,2.13,1.6,-2.33,2.13,1.6
magician,1.25,1.15,1.75,1.25,1.15,1.75
maid,1.7,-1.02,0.99,1.7,-1.02,0.99
maiden,1.08,-0.47,-0.41,1.08,-0.47,-0.41
mail_carrier,1.95,0.18,1.08,1.95,0.18,1.08
malcontent,-2.09,-0.66,0.57,-2.09,-0.66,0.57
male,0.75,1.2,1.06,0.75,1.2,1.06
malingerer,-1.63,-1.44,-1.07,-1.63,-1.44,-1.07
man,0.99,1.23,0.69,0.99,1.23,0.69
manager,1.12,1.92,1.37,1.12,1.92,1.37
manager_of_branch_store,1.25,1.65,1.54,1.25,1.65,1.54
maniac,-2.64,0.53,2.74,-2.64,0.53,2.74
marine,2.26,2.51,2.4,2.26,2.51,2.4
mastermind,1.24,2.72,1.11,1.24,2.72,1.11
maverick,0.88,1.5,1.77,0.88,1.5,1.77
mayor,0.79,2.11,1.44,0.79,2.11,1.44
mechanical_engineer,2.08,1.67,1.23,2.08,1.67,1.23
medic,3.03,2.25,2.32,3.03,2.25,2.32
menace,-2.84,1.14,2.01,-2.84,1.14,2.01
mental_case,-1.76,-1.33,0.65,-1.76,-1.33,0.65
mental_patient,-0.68,-1.8,-0.06,-0.68,-1.8,-0.06
mentor,2.76,2.22,0.56,2.76,2.22,0.56
merchant,1.27,1.15,1.34,1.27,1.15,1.34
midget,0.57,-1.06,0.08,0.57,-1.06,0.08
migrant_worker,0.63,-1.29,0.93,0.63,-1.29,0.93
millionaire,1.05,2.73,1.32,1.05,2.73,1.32
miner,1.35,0.53,1.78,1.35,0.53,1.78
minister,1.44,1.42,0.5,1.44,1.42,0.5
minor,0.8,-1.7,1.06,0.8,-1.7,1.06
minority,0.49,-0.93,0.12,0.49,-0.93,0.12
miser,-1,-0.14,-0.87,-1,-0.14,-0.87
missionary,1.25,0.77,0.56,1.25,0.77,0.56
mistress,-1.8,-0.38,0.3,-1.8,-0.38,0.3
mobster,-2.74,2.27,1.84,-2.74,2.27,1.84
moron,-2.34,-1.87,-0.05,-2.34,-1.87,-0.05
motel_owner,0.89,0.8,0.69,0.89,0.8,0.69
mother,2.9,2.43,1.35,2.9,2.43,1.35
mother_in_law,0.82,0.57,0.79,0.82,0.57,0.79
mother_in_law_maternal,0.62,0.51,0.73,0.62,0.51,0.73
mourner,-0.17,-1.44,-1.79,-0.17,-1.44,-1.79
mugger,-3.38,0.91,1.84,-3.38,0.91,1.84
murderer,-3.62,1.51,1.53,-3.62,1.51,1.53
murderess,-3.5,1.63,1.24,-3.5,1.63,1.24
music_director,1.95,1.49,1.72,1.95,1.49,1.72
musician,2.13,1.34,2.14,2.13,1.34,2.14
myself_as_I_really_am,2.1,0.2,-0.16,2.1,0.2,-0.16
myself_as_I_would_like_to_be,3.17,2.08,1.03,3.17,2.08,1.03
myself_as_others_see_me,1.9,0.2,-0.17,1.9,0.2,-0.17
myself_as_others_would_like_me_to_be,2.53,1.07,0.94,2.53,1.07,0.94
negotiator,2.05,2.07,1.06,2.05,2.07,1.06
neighbor,1.38,0.03,0.06,1.38,0.03,0.06
nephew,1.74,-0.24,1.17,1.74,-0.24,1.17
neurotic,-1.47,-1.31,1.45,-1.47,-1.31,1.45
newcomer,0.96,-1.27,-0.66,0.96,-1.27,-0.66
newlywed,2.04,0.93,1.29,2.04,0.93,1.29
newscaster,0.98,1.33,1.87,0.98,1.33,1.87
niece,1.92,-0.33,0.96,1.92,-0.33,0.96
night_watchman,1.6,0.9,-0.81,1.6,0.9,-0.81
ninny,-1.49,-1.88,-0.22,-1.49,-1.88,-0.22
nitwit,-2.16,-2.15,-0.78,-2.16,-2.15,-0.78
nobody,-1.01,-2.74,-2.21,-1.01,-2.74,-2.21
nonconformist,0.93,0.82,0.7,0.93,0.82,0.7
nonsmoker,2.35,1.21,0.01,2.35,1.21,0.01
novice,0.08,-1.4,-0.66,0.08,-1.4,-0.66
nurse,3,1.53,1.82,3,1.53,1.82
nursing_assistant,2.15,0.7,1.18,2.15,0.7,1.18
nut,0.26,-1.09,-0.77,0.26,-1.09,-0.77
nutritionist,2.25,0.95,0.34,2.25,0.95,0.34
oddball,0.41,-0.4,0.66,0.41,-0.4,0.66
offender,-2.56,0.17,1.36,-2.56,0.17,1.36
old_geezer,0.38,-1.36,-1.88,0.38,-1.36,-1.88
old_lady,1.34,-1.5,-1.8,1.34,-1.5,-1.8
old_man,1.14,-0.82,-1.74,1.14,-0.82,-1.74
old_woman,1.41,-1.5,-1.97,1.41,-1.5,-1.97
online_merchant,1.14,1.04,0.29,1.14,1.04,0.29
onlooker,0.28,-1.27,-1.66,0.28,-1.27,-1.66
ophthalmologist,1.99,0.98,-0.04,1.99,0.98,-0.04
opponent,-0.38,0.89,1.08,-0.38,0.89,1.08
opportunist,0.49,1.28,1.75,0.49,1.28,1.75
optical_engineer,1.75,1,0.13,1.75,1,0.13
optimist,2.58,1.64,1.07,2.58,1.64,1.07
organizer,2.08,1.71,1.39,2.08,1.71,1.39
orphan,0.14,-2.08,-0.51,0.14,-2.08,-0.51
outlaw,-2.37,0.92,1.84,-2.37,0.92,1.84
outsider,-0.12,-0.85,-0.39,-0.12,-0.85,-0.39
pagan,-0.13,-0.28,-0.01,-0.13,-0.28,-0.01
pal,2.71,1.05,0.61,2.71,1.05,0.61
paranoid,-1.73,-1.74,0.55,-1.73,-1.74,0.55
parent,2.33,2.3,1.53,2.33,2.3,1.53
parking_attendant,0.95,-0.21,0.47,0.95,-0.21,0.47
parolee,-0.62,-1.21,-0.23,-0.62,-1.21,-0.23
part_time_employee,0.93,-1.1,0.37,0.93,-1.1,0.37
partner,2.27,1.45,0.77,2.27,1.45,0.77
passenger,0.51,-0.92,-0.76,0.51,-0.92,-0.76
passerby,0.3,-0.4,-0.36,0.3,-0.4,-0.36
pastor,1.13,1.31,0.69,1.13,1.31,0.69
patient,0.55,-1.5,-1.42,0.55,-1.5,-1.42
patriot,1.89,1.46,1.53,1.89,1.46,1.53
patrolman,1.61,2.09,1.59,1.61,2.09,1.59
pawnbroker,-0.17,0.76,1.21,-0.17,0.76,1.21
pedestrian,0.73,-0.47,0.15,0.73,-0.47,0.15
pediatrician,2.74,1.93,0.98,2.74,1.93,0.98
peeping_tom,-3.16,-1.36,-1.42,-3.16,-1.36,-1.42
peer,1.39,0.4,0.45,1.39,0.4,0.45
person,0.92,0.59,0.43,0.92,0.59,0.43
pessimist,-1.7,-1.42,-0.77,-1.7,-1.42,-0.77
pest,-2.69,-0.43,1.81,-2.69,-0.43,1.81
pharmaceutical_executive,0.27,2.12,1.14,0.27,2.12,1.14
pharmacist,2.19,1.48,0.37,2.19,1.48,0.37
philanthropist,2.81,2.08,0.77,2.81,2.08,0.77
philosopher,1.77,0.75,-1.06,1.77,0.75,-1.06
phony,-2.63,-1.6,0.68,-2.63,-1.6,0.68
photographer,1.82,0.71,0.49,1.82,0.71,0.49
physician,2.43,2.19,1.23,2.43,2.19,1.23
physicist,1.9,1.44,-0.14,1.9,1.44,-0.14
pickpocket,-2.87,-0.28,0.05,-2.87,-0.28,0.05
pimp,-2.77,1.31,1.61,-2.77,1.31,1.61
plaintiff,0.33,0.41,0.5,0.33,0.41,0.5
playboy,-0.94,0.8,1.97,-0.94,0.8,1.97
plumber,1.6,0.7,0.62,1.6,0.7,0.62
police_officer,1.84,2.57,1.97,1.84,2.57,1.97
policeman,1.81,2.63,2.09,1.81,2.63,2.09
policewoman,1.54,2.08,1.67,1.54,2.08,1.67
political_scientist,0.91,0.95,0.51,0.91,0.95,0.51
politician,-0.59,1.9,1.5,-0.59,1.9,1.5
polymath,0.8,0.88,0.42,0.8,0.88,0.42
pornographer,-0.93,0.07,1.4,-0.93,0.07,1.4
poser,-1.86,-1.06,0.8,-1.86,-1.06,0.8
postmaster,1.62,0.93,0.83,1.62,0.93,0.83
pothead,-1.23,-1.83,-2.07,-1.23,-1.83,-2.07
preacher,1.35,1.54,1.11,1.35,1.54,1.11
president,0.85,2.96,1.99,0.85,2.96,1.99
priest,1.83,1.76,-0.49,1.83,1.76,-0.49
principal,1.53,2.09,0.87,1.53,2.09,0.87
prisoner,-2.01,-2.18,-0.8,-2.01,-2.18,-0.8
private_eye,0.94,1.38,-0.5,0.94,1.38,-0.5
probation_officer,1.08,2.11,0.92,1.08,2.11,0.92
probationer,0.1,0.11,0.4,0.1,0.11,0.4
prodigy,2.32,1.65,0.98,2.32,1.65,0.98
professional,2.1,1.91,1.24,2.1,1.91,1.24
professor,2.2,1.92,0.66,2.2,1.92,0.66
project_manager,1.24,1.92,1.68,1.24,1.92,1.68
prosecuting_attorney,0.69,2.16,1.88,0.69,2.16,1.88
prosecutor,1.06,2.39,1.76,1.06,2.39,1.76
prostitute,-1.11,-1.31,1.69,-1.11,-1.31,1.69
prude,-0.7,-0.78,-1.03,-0.7,-0.78,-1.03
psychiatric_patient,-0.36,-1.7,0.06,-0.36,-1.7,0.06
psychiatrist,1.55,1.54,-0.76,1.55,1.54,-0.76
psychoanalyst,1.17,1.06,-0.54,1.17,1.06,-0.54
psychologist,1.89,1.76,-0.4,1.89,1.76,-0.4
psychopath,-3.16,0.66,0.99,-3.16,0.66,0.99
psychotic,-2.56,-0.38,1.78,-2.56,-0.38,1.78
public_relations_specialist,0.89,1.44,1.71,0.89,1.44,1.71
punk,-1.22,-0.51,1.82,-1.22,-0.51,1.82
pupil,1.6,-0.51,0.32,1.6,-0.51,0.32
puritan,0.49,-0.3,-0.62,0.49,-0.3,-0.62
pusher,-2.14,0.8,1.69,-2.14,0.8,1.69
quack,-1.97,-0.68,1.21,-1.97,-0.68,1.21
queer,0.28,-0.33,0.24,0.28,-0.33,0.24
rabbi,1.79,1.45,-0.2,1.79,1.45,-0.2
racist,-3.31,-1.52,1.77,-3.31,-1.52,1.77
racketeer,-2.14,1.52,1.7,-2.14,1.52,1.7
radio_and_television_announcer,1.19,1.45,2.28,1.19,1.45,2.28
railroad_conductor,1.84,1.23,1.41,1.84,1.23,1.41
railroad_engineer,1.97,1.54,1.2,1.97,1.54,1.2
rake,0.7,-0.25,0.18,0.7,-0.25,0.18
rancher,1.61,1.09,1.74,1.61,1.09,1.74
rapist,-3.86,0.84,1.92,-3.86,0.84,1.92
rat,-1.66,-1.54,1.13,-1.66,-1.54,1.13
real_estate_agent,0.71,1.15,1.6,0.71,1.15,1.6
receptionist,1.35,-0.19,0.92,1.35,-0.19,0.92
redneck,-0.6,-0.38,1.27,-0.6,-0.38,1.27
referee,1.28,2.14,1.87,1.28,2.14,1.87
relation,1.75,1.01,0.34,1.75,1.01,0.34
relative,1.76,0.46,0.51,1.76,0.46,0.51
reporter,0.93,1.53,2.13,0.93,1.53,2.13
republican,-0.79,0.91,0.78,-0.79,0.91,0.78
researcher,2.25,1.08,-0.36,2.25,1.08,-0.36
reservist,1.27,0.22,-0.27,1.27,0.22,-0.27
restaurant_operator,1.45,1.48,2.1,1.45,1.48,2.1
retailer,1.16,1.17,1.53,1.16,1.17,1.53
retiree,1.55,-0.38,-1.25,1.55,-0.38,-1.25
ringleader,0.08,2.44,2.01,0.08,2.44,2.01
rival,-0.82,1.22,1.23,-0.82,1.22,1.23
robber,-3.11,0.76,0.86,-3.11,0.76,0.86
roofer,1.41,0.74,1.8,1.41,0.74,1.8
rookie_cop,0.43,0.13,0.94,0.43,0.13,0.94
roommate,0.75,0.19,0.66,0.75,0.19,0.66
runaway,-1.29,-1.76,1.07,-1.29,-1.76,1.07
sadist,-2.43,0.45,0.8,-2.43,0.45,0.8
safecracker,-1.02,1.25,-0.56,-1.02,1.25,-0.56
saint,3.14,2.38,-0.3,3.14,2.38,-0.3
salesclerk,1.07,-0.13,0.9,1.07,-0.13,0.9
salesperson,0.24,0.54,1.99,0.24,0.54,1.99
scapegoat,-2.05,-2.47,-1.1,-2.05,-2.47,-1.1
scatterbrain,-1.51,-1.52,0.84,-1.51,-1.52,0.84
schizophrenic,-1.03,-1.43,1.26,-1.03,-1.43,1.26
scholar,2.36,1.36,-0.54,2.36,1.36,-0.54
schoolgirl,1.56,-1.21,1.46,1.56,-1.21,1.46
schoolmate,0.94,-0.14,0.74,0.94,-0.14,0.74
scientific_person,2.21,1.69,0.58,2.21,1.69,0.58
scientist,2.31,1.97,0.76,2.31,1.97,0.76
scoundrel,-2.62,-0.02,1.06,-2.62,-0.02,1.06
scrooge,-2.34,0.07,-0.73,-2.34,0.07,-0.73
secretary,1.48,-0.16,0.9,1.48,-0.16,0.9
secular_person,0.9,0.49,0.25,0.9,0.49,0.25
security_guard,1.62,1.34,0.13,1.62,1.34,0.13
self_employed_worker,2.01,1.3,1.41,2.01,1.3,1.41
senator,0.03,2.37,1.28,0.03,2.37,1.28
senior_citizen,1.46,-0.79,-1.59,1.46,-0.79,-1.59
servant,0.26,-2.05,0.46,0.26,-2.05,0.46
server,1.58,-0.01,1.77,1.58,-0.01,1.77
sewing_machine_operator,1.34,-0.4,1.11,1.34,-0.4,1.11
sheet_metal_worker,1.35,0.74,1.76,1.35,0.74,1.76
sheriff,1.69,2.62,1.72,1.69,2.62,1.72
ship_captain,1.88,2.26,1.48,1.88,2.26,1.48
ship_engineer,1.56,1.6,1.15,1.56,1.6,1.15
shoe_repairman,1.6,0.1,0.38,1.6,0.1,0.38
shop_clerk,1.03,-0.48,0.62,1.03,-0.48,0.62
shopkeeper,1.11,0.61,1,1.11,0.61,1
shoplifter,-2.97,-0.36,0.36,-2.97,-0.36,0.36
shopper,0.88,0.54,1.31,0.88,0.54,1.31
shrew,-1.36,-1.01,0.61,-1.36,-1.01,0.61
shrimp,1.05,-2.46,-0.96,1.05,-2.46,-0.96
shrink,1.37,1.25,-0.77,1.37,1.25,-0.77
shut_in,-0.85,-2.22,-2.22,-0.85,-2.22,-2.22
shyster,-2.24,0.05,0.92,-2.24,0.05,0.92
sibling,2.13,0.69,1.14,2.13,0.69,1.14
sidekick,1.63,-0.01,0.84,1.63,-0.01,0.84
simpleton,-0.8,-2.07,-1.68,-0.8,-2.07,-1.68
single_parent,0.87,0.51,1.67,0.87,0.51,1.67
sinner,-1.83,-0.55,0.66,-1.83,-0.55,0.66
sissy,-1.41,-2.4,-1.33,-1.41,-2.4,-1.33
sister,1.81,0.66,0.67,1.81,0.66,0.67
sister_in_law,0.58,0.26,0.42,0.58,0.26,0.42
skeptic,0.55,0.27,0.12,0.55,0.27,0.12
skilled_worker,2.81,1.86,1.26,2.81,1.86,1.26
slave,-1.87,-3.15,0.1,-1.87,-3.15,0.1
slave_driver,-3.4,1.87,2.21,-3.4,1.87,2.21
sleuth,1.06,1.03,-0.15,1.06,1.03,-0.15
slob,-2.6,-1.77,-1.58,-2.6,-1.77,-1.58
slut,-1.95,-0.88,1.75,-1.95,-0.88,1.75
smart_aleck,-1.36,-0.21,2.03,-1.36,-0.21,2.03
smoker,-1.83,-1.17,-0.37,-1.83,-1.17,-0.37
snob,-2.51,-0.22,0.61,-2.51,-0.22,0.61
snoop,-2.18,-0.67,-0.77,-2.18,-0.67,-0.77
snot,-2.34,-1.29,0.92,-2.34,-1.29,0.92
social_worker,2.13,1.3,0.81,2.13,1.3,0.81
socialist,0.05,0.16,0.57,0.05,0.16,0.57
soldier,1.8,1.78,2.18,1.8,1.78,2.18
son,1.79,0.87,1.43,1.79,0.87,1.43
son_in_law,1.21,0.34,0.29,1.21,0.34,0.29
sophisticate,1.27,1.31,0.13,1.27,1.31,0.13
sophomore,0.82,-0.63,0.82,0.82,-0.63,0.82
sorehead,-2.13,-1.03,-0.03,-2.13,-1.03,-0.03
soulmate,3.08,2.18,0.35,3.08,2.18,0.35
specialist,1.96,1.77,0.86,1.96,1.77,0.86
spectator,0.91,-0.8,-0.19,0.91,-0.8,-0.19
speech_language_pathologist,2.19,1.36,0.43,2.19,1.36,0.43
speeder,-1.63,0.44,2.65,-1.63,0.44,2.65
spoilsport,-2.12,-0.58,0.92,-2.12,-0.58,0.92
spook,-1.34,0.12,0.38,-1.34,0.12,0.38
sports_fan,0.95,0.27,2.63,0.95,0.27,2.63
spouse,2.37,1.2,0.71,2.37,1.2,0.71
spy,-0.32,1.57,-0.85,-0.32,1.57,-0.85
star,1.76,2.25,1.09,1.76,2.25,1.09
state_trooper,1.23,2.46,1.74,1.23,2.46,1.74
statistician,1.41,0.68,-0.58,1.41,0.68,-0.58
steel_worker,1.66,1.07,1.91,1.66,1.07,1.91
stenographer,1.25,0.06,0.28,1.25,0.06,0.28
stepbrother,1,0.32,0.43,1,0.32,0.43
stepchild,1.36,-0.42,0.7,1.36,-0.42,0.7
stepdaughter,1.79,0.12,0.77,1.79,0.12,0.77
stepfather,0.99,0.74,0.32,0.99,0.74,0.32
stepmother,0.79,0.63,0.37,0.79,0.63,0.37
stepparent,1.25,0.58,0.42,1.25,0.58,0.42
stepsister,0.66,0.07,0.38,0.66,0.07,0.38
stepson,0.92,-0.24,0.55,0.92,-0.24,0.55
stockbroker,0.35,1.57,2.01,0.35,1.57,2.01
stockholder,0.83,1.02,0.46,0.83,1.02,0.46
store_owner,1.37,1.4,1.21,1.37,1.4,1.21
storyteller,2.1,1.31,0.77,2.1,1.31,0.77
stranger,-0.08,-0.04,-0.06,-0.08,-0.04,-0.06
street_musician,1.68,0.2,2.26,1.68,0.2,2.26
street_preacher,0.56,0.13,2,0.56,0.13,2
streetwalker,-1.16,-1.39,1.14,-1.16,-1.39,1.14
stripper,-0.57,-0.09,1.91,-0.57,-0.09,1.91
student,2.1,0.15,0.72,2.1,0.15,0.72
student_teacher,1.57,0.39,0.98,1.57,0.39,0.98
subordinate,0.71,-1.75,-0.39,0.71,-1.75,-0.39
sucker,-1.9,-2.37,-0.96,-1.9,-2.37,-0.96
superior,0.92,2.48,1.38,0.92,2.48,1.38
superordinate,0.6,0.67,0.59,0.6,0.67,0.59
superstar,1.03,2.47,2.38,1.03,2.47,2.38
supervisor,1.04,1.99,1.38,1.04,1.99,1.38
supporter,2.26,1.52,1.44,2.26,1.52,1.44
surgeon,2.57,2.44,0.9,2.57,2.44,0.9
survivor,2.79,2.19,1.03,2.79,2.19,1.03
suspect,-1.27,-0.93,0.13,-1.27,-0.93,0.13
sweetheart,2.92,1.07,-0.08,2.92,1.07,-0.08
switchboard_operator,1.38,0.32,1.35,1.38,0.32,1.35
systems_engineer,1.95,1.57,0.52,1.95,1.57,0.52
tailor,1.55,0.05,-0.09,1.55,0.05,-0.09
tax_preparer,1.25,1.17,0,1.25,1.17,0
taxi_driver,0.84,0.12,1.64,0.84,0.12,1.64
taxpayer,1.68,-0.76,-0.18,1.68,-0.76,-0.18
teacher,2.62,1.82,1.3,2.62,1.82,1.3
team_leader,1.67,2.07,1.7,1.67,2.07,1.7
team_member,1.69,0.66,1.01,1.69,0.66,1.01
teammate,2.08,1.11,1.19,2.08,1.11,1.19
tease,-0.91,0.43,0.9,-0.91,0.43,0.9
technician,1.68,0.84,0.49,1.68,0.84,0.49
teenager,0.36,-0.9,2.12,0.36,-0.9,2.12
teetotaler,0.61,0.13,-0.57,0.61,0.13,-0.57
telemarketer,-1.69,-1.08,2.07,-1.69,-1.08,2.07
telephone_installer,1.38,0.29,0.78,1.38,0.29,0.78
telephone_operator,0.98,0.22,1.43,0.98,0.22,1.43
televangelist,-1.49,1.14,2.59,-1.49,1.14,2.59
temporary_worker,0.92,-1.5,0.32,0.92,-1.5,0.32
tenant,0.95,-0.67,-0.04,0.95,-0.67,-0.04
terrorist,-3.72,1.13,1.94,-3.72,1.13,1.94
textile_worker,1.23,-0.32,1.11,1.23,-0.32,1.11
thief,-3.17,0.23,0.12,-3.17,0.23,0.12
thug,-2.93,0.84,2.06,-2.93,0.84,2.06
ticket_taker,0.97,-0.68,0.15,0.97,-0.68,0.15
toddler,2.01,-2.06,2.6,2.01,-2.06,2.6
tomboy,0.86,0.75,1.52,0.86,0.75,1.52
tool_and_die_maker,1.45,0.77,1.38,1.45,0.77,1.38
topless_dancer,-0.12,-0.14,1.98,-0.12,-0.14,1.98
tot,1.65,-1.73,2,1.65,-1.73,2
tourist,1.25,-0.33,1.47,1.25,-0.33,1.47
trainee,1.06,-1.57,-0.16,1.06,-1.57,-0.16
trainer,1.7,1.67,2.2,1.7,1.67,2.2
traitor,-3.06,0.17,0.46,-3.06,0.17,0.46
tramp,-1.6,-1.41,0.66,-1.6,-1.41,0.66
transportation_ticket_agent,0.96,0.4,0.26,0.96,0.4,0.26
travel_agent,1.17,0.51,1.18,1.17,0.51,1.18
traveler,1.58,0.55,1.38,1.58,0.55,1.38
trespasser,-2.5,0.16,0.51,-2.5,0.16,0.51
troublemaker,-2.62,0.02,2.13,-2.62,0.02,2.13
truant,-1.51,-0.68,-0.01,-1.51,-0.68,-0.01
truck_driver,0.99,0.85,0.81,0.99,0.85,0.81
truelove,3.11,2.57,0.33,3.11,2.57,0.33
tutor,2.65,1.61,0.67,2.65,1.61,0.67
tv_repairman,1.51,0.44,0.67,1.51,0.44,0.67
typist,1.31,-0.11,1.34,1.31,-0.11,1.34
umpire,1.01,1.84,1.45,1.01,1.84,1.45
uncle,1.22,0.67,0.49,1.22,0.67,0.49
underachiever,-1.89,-2.13,-2.05,-1.89,-2.13,-2.05
underdog,0.74,-1.25,-0.44,0.74,-1.25,-0.44
undergraduate,1.35,-0.28,0.97,1.35,-0.28,0.97
undertaker,0.99,0.52,-0.72,0.99,0.52,-0.72
unemployed_person,-0.54,-2.11,-1.14,-0.54,-2.11,-1.14
union_member,0.89,0.47,0.96,0.89,0.47,0.96
university_student,1.59,0.13,1.61,1.59,0.13,1.61
unwanted_child,-1.49,-2.26,0.1,-1.49,-2.26,0.1
unwed_father,-0.23,0.08,0.14,-0.23,0.08,0.14
unwed_mother,-0.12,-0.51,0.67,-0.12,-0.51,0.67
unwed_parent,-0.09,-0.17,0.79,-0.09,-0.17,0.79
usher,1.29,0.2,-0.02,1.29,0.2,-0.02
vagrant,-1.13,-1.59,-0.16,-1.13,-1.59,-0.16
vampire,-2.32,2.12,0.66,-2.32,2.12,0.66
vandal,-2.83,0.2,1.75,-2.83,0.2,1.75
veterinarian,2.64,1.76,1.22,2.64,1.76,1.22
victim,-0.83,-2.77,-1.3,-0.83,-2.77,-1.3
vigilante,-0.77,1.38,1.73,-0.77,1.38,1.73
villain,-3.25,1.74,1.58,-3.25,1.74,1.58
vip,1.27,2.35,1.33,1.27,2.35,1.33
virgin,1.18,0.39,-1.17,1.18,0.39,-1.17
visitor,1.06,-0.16,0.12,1.06,-0.16,0.12
voter,2.4,1.12,0.35,2.4,1.12,0.35
wage_earner,2.33,1.28,1.3,2.33,1.28,1.3
waiter,1.41,-0.2,1.89,1.41,-0.2,1.89
waitress,1.62,-0.26,1.92,1.62,-0.26,1.92
wallflower,0.12,-1.72,-1.99,0.12,-1.72,-1.99
ward_of_the_state,-0.43,-1.46,-0.4,-0.43,-1.46,-0.4
warden,1,2.4,0.91,1,2.4,0.91
watchman,1.74,1.09,-0.36,1.74,1.09,-0.36
weakling,-1.53,-2.98,-2.04,-1.53,-2.98,-2.04
web_developer,1.56,1.17,0.08,1.56,1.17,0.08
weirdo,-0.61,-0.62,0.26,-0.61,-0.62,0.26
welder,1.49,1.07,1.43,1.49,1.07,1.43
welfare_recipient,-0.51,-1.95,-1.03,-0.51,-1.95,-1.03
white_collar_worker,1.16,0.81,0.59,1.16,0.81,0.59
white_man,0.62,0.99,0.56,0.62,0.99,0.56
white_supremacist,-3.39,-0.43,1.53,-3.39,-0.43,1.53
white_woman,1.18,0.37,0.58,1.18,0.37,0.58
wholesaler,1.21,1.1,1.24,1.21,1.1,1.24
whore,-1.79,-1.27,1.68,-1.79,-1.27,1.68
widow,0,-1.05,-1.26,0,-1.05,-1.26
widower,-0.25,-1,-1.1,-0.25,-1,-1.1
wife,2.42,1.23,1.03,2.42,1.23,1.03
wife_abuser,-3.67,0.36,2.39,-3.67,0.36,2.39
windbag,-1.27,-0.62,1.82,-1.27,-0.62,1.82
winner,2.65,2.35,2,2.65,2.35,2
witch,-1.7,1.65,1.11,-1.7,1.65,1.11
witness,1.48,1.17,-0.32,1.48,1.17,-0.32
woman,1.76,0.61,0.72,1.76,0.61,0.72
