give 2,1.8464,1.5243,1.0782,1.9180,0.8670,-0.4479,0.8670,1.6710,0.0175,-0.4479,0.0175,1.2959
take 1,-3.3698,-0.1208,-0.3072,1.5526,0.6259,-0.2684,0.6259,8.3147,-0.7816,-0.2684,-0.7816,5.4178
