cunning,0.8059,1.5118,-0.2206,1.5864,1.9205,2.9382
obstinant,0.0637,0.7546,-0.2045,2.9979,3.8070,3.0568
polite,3.4147,2.5000,-1.1618,0.6571,1.9812,1.6071
self-pitying,-2.6618,-1.8736,-1.3088,1.3482,4.5968,3.3154
warmhearted,3.0118,2.2529,-0.8471,1.1128,2.4631,2.1031
indolent,-0.6929,-0.2714,-0.1286,2.1192,2.4450,1.8191
tranquil,2.2235,1.3971,-2.5530,1.5077,2.9696,1.8854
erratic,-1.1200,-0.3267,2.2067,1.6997,1.7886,2.2405
masculine,1.3559,1.9648,1.0942,2.0925,1.5135,1.8917
stable,2.7441,2.0530,-0.8471,1.2331,2.0049,2.4295
nauseated,-3.1764,-0.9647,-0.1971,1.2242,4.6565,4.1974
inhibited,-1.0333,-0.3061,-0.6515,3.2253,5.2404,2.7916
astonished,0.4383,0.6412,0.7676,2.2076,2.9901,2.6698
unfair,-2.6706,0.6118,0.7853,1.5386,3.9129,3.1013
suicidal,-3.5235,-1.2029,-1.7735,1.4065,8.5579,5.1736
abandoned,-3.3833,-0.3000,-1.5433,0.8080,8.5886,3.5072
outgoing,2.2433,2.1500,2.1500,1.5651,1.0945,1.3125
original,2.9533,2.4200,0.0167,2.8598,2.8382,3.3054
sensuous,1.2500,1.5864,-1.2318,3.1024,1.4965,2.6539
discontented,-2.0367,-0.0700,-0.9533,1.0290,4.9614,3.0145
vulgar,-2.0134,-0.1200,1.8167,2.1250,3.8542,1.9493
domineering,-1.0857,2.5072,1.3035,1.8306,1.7928,2.2052
uneducated,-2.7100,-1.9467,-1.5400,2.1782,5.0918,4.3090
aroused,1.9500,1.8867,1.2334,2.5119,1.6612,2.7375
obnoxious,-2.8667,0.6300,2.2400,0.8816,4.9847,2.7663
old-fashioned,0.7300,0.4067,-1.5500,1.6315,1.3479,1.0904
oblivious,-1.9567,-1.6567,-1.5300,2.3191,3.5925,3.2315
bored,-2.0900,-0.7833,-2.1900,1.4029,3.1848,1.1095
male,1.8767,1.7867,0.8967,2.6291,2.3572,2.1757
affectionate,2.5867,2.1633,-1.2100,1.1625,1.5537,2.8757
miserly,-1.9709,-0.4250,-1.3875,2.0354,4.9779,2.1644
pessimistic,-2.2533,-0.8533,-0.4266,2.2425,4.7706,3.7380
angry,-2.0267,1.0667,1.7967,2.4254,3.9075,2.2350
at-ease,2.8833,1.9867,-2.1100,2.3681,4.6065,3.1322
rejected,-2.3333,1.3933,0.6267,1.1362,4.6435,3.9886
insecure,-2.7200,-0.7467,-1.4034,1.8515,6.7818,4.6611
shrewd,-1.2423,0.1769,0.1231,2.9178,2.5264,3.3803
unhappy,-2.6200,-0.0433,-1.9300,1.1669,7.5532,1.4587
mournful,-1.5934,0.2400,-2.4700,3.2235,7.0012,2.0888
irrational,-2.8600,-0.8433,1.5200,0.9697,4.8233,3.6536
exuberant,2.2893,2.2286,1.6964,1.3839,0.9570,1.7382
moved,2.6567,2.5433,-0.6633,0.9645,3.6405,4.4050
sympathetic,2.6111,1.8861,-1.2944,2.1621,3.0051,2.3405
hurt,-2.6778,0.4833,-0.6445,2.0490,7.6630,4.5182
uptight,-1.9056,-0.7278,-0.0278,2.2043,3.1153,3.3121
soft-spoken,-0.1112,-1.5944,-2.7695,1.1871,1.9111,1.2359
honorable,3.2833,3.0278,-0.2917,0.8286,1.3497,2.7413
indulgent,-0.4000,-0.2182,0.8030,2.5825,3.2197,3.3488
eager,1.5944,1.1972,1.8639,1.8211,1.6158,1.3007
revengeful,-2.5805,0.5611,1.1916,1.2222,5.7674,3.3847
grouchy,-2.3445,-0.6833,-0.3528,1.2986,3.1570,3.5937
reclusive,-1.3452,-1.3290,-2.6194,1.9090,3.3168,1.5480
indecent,-2.4629,-0.9657,1.3257,1.5418,2.6046,2.2408
delicate,1.1028,-0.2306,-2.0583,2.3902,3.1961,2.0624
demanding,-1.0528,0.8111,2.3056,1.7598,4.1716,1.2705
disabled,-1.4572,-1.4943,-1.3171,2.1733,2.9714,2.2699
withdrawn,-1.3528,-1.5500,-1.9222,1.7730,3.0636,2.9418
careless,-2.4889,-0.8111,0.7667,1.6659,5.0186,4.3350
displeased,-2.1890,-0.2389,-0.5056,1.8943,5.4558,2.4906
silly,1.7861,0.6695,2.2472,1.5918,1.8999,1.1007
coy,0.1000,0.2815,-1.1593,1.3274,1.9748,1.7661
ostentatious,-0.0375,0.9458,1.4542,3.1006,1.8033,3.3425
sloppy,-2.1444,-1.3528,0.7361,1.2191,2.4652,4.9235
virtuous,2.9943,2.4857,0.0628,1.6983,1.9474,3.5368
enraged,-2.6084,1.2944,2.8055,1.5674,5.0072,1.8600
permissive,-0.4281,-0.6938,-0.7875,2.2345,3.2793,2.3030
reasonable,3.1000,2.4861,-1.0528,0.8216,1.7206,1.4097
euphoric,2.8364,2.2879,0.8061,1.9066,1.7483,3.4394
bossy,-1.3750,1.3312,1.9719,2.0243,1.8784,1.6639
inexperienced,-1.0032,-1.8625,-0.5625,1.3196,1.7867,2.8823
despondent,-1.9263,-1.4211,-1.7842,2.5039,4.9470,3.5119
persecuted,-2.5250,-0.3375,0.6188,1.7775,6.2581,3.6760
proud,2.3844,2.4156,1.0156,2.4463,1.8057,2.4606
unattractive,-1.1531,-1.0531,-0.2344,1.5656,2.1469,2.4684
persuasive,1.7562,2.9782,0.6813,2.2876,1.0866,3.4939
unsatisfied,-2.0625,-0.8125,-1.1250,1.6974,5.4186,3.3468
arrogant,-2.1938,-0.7219,1.9813,2.8073,4.5973,2.2384
gentle,2.3250,1.3344,-2.2312,1.7532,3.8435,1.8296
mortified,-2.5000,-0.5690,-0.1758,1.2814,5.9071,4.9791
