bisexual,-0.2066,-0.2738,0.3636,3.8326,1.4898,0.5203,1.4898,1.7493,0.3132,0.5203,0.3132,1.7491
dairy farmer,1.5178,0.3895,-0.6764,1.5204,1.0248,-0.0295,1.0248,2.7962,0.7286,-0.0295,0.7286,2.0361
colleague,1.5675,1.0171,0.3943,1.0544,0.7118,0.3788,0.7118,1.0727,0.6075,0.3788,0.6075,1.2086
waitress,1.3564,-0.2664,1.3386,1.3434,-0.1247,0.2267,-0.1247,2.488,-0.0054,0.2267,-0.0054,1.3625
Marine Corps enlistee,2.0904,1.5061,1.2079,1.8553,1.7354,0.6875,1.7354,3.0871,1.0726,0.6875,1.0726,1.7959
agnostic,0.0264,-0.264,0.0592,2.0721,0.8638,-0.6802,0.8638,1.6518,-0.1894,-0.6802,-0.1894,1.604
mugger,-3.5753,1.2288,1.1193,0.7284,-0.2335,0.0457,-0.2335,4.6754,0.2258,0.0457,0.2258,4.1855
pagan,-0.6119,-0.4072,-0.1136,1.8991,0.7792,-0.0729,0.7792,1.5561,-0.0714,-0.0729,-0.0714,1.206
maniac,-1.9925,0.5493,1.6346,1.653,-0.2246,0.0839,-0.2246,3.6106,1.1677,0.0839,1.1677,4.3152
dental hygienist,1.7107,0.9082,0.3172,1.9179,0.2029,0.2636,0.2029,1.905,0.9355,0.2636,0.9355,1.9949
suspect,-0.8893,-0.8629,-0.3186,1.6605,0.2161,0.7706,0.2161,2.3468,0.1495,0.7706,0.1495,1.6737
half brother,0.9455,0.4135,0.432,2.3455,1.1459,1.017,1.1459,1.676,1.0897,1.017,1.0897,1.4636
bulldozer operator,0.4117,1.132,1.5116,1.0876,0.3265,0.0456,0.3265,2.4874,0.8669,0.0456,0.8669,3.1315
goon,-1.5238,-0.3423,1.0523,1.7769,-0.107,-0.5545,-0.107,3.2421,-0.8234,-0.5545,-0.8234,2.1944
atheist,-0.5172,-0.5247,-0.0268,3.7011,2.813,0.6249,2.813,3.8564,0.2669,0.6249,0.2669,2.3902
waiter,1.2891,-0.204,1.3124,1.1992,0.0511,0.4359,0.0511,2.4138,0.294,0.4359,0.294,1.171
Navy officer,2.1,2.6768,1.025,2.8267,1.2775,0.4925,1.2775,1.4827,0.7036,0.4925,0.7036,2.4406
auditor,-0.0816,1.4364,-0.6664,1.8737,-0.6448,0.2683,-0.6448,1.5872,0.1474,0.2683,0.1474,1.8987
relation,1.9975,1.8422,0.4204,1.4925,1.0913,0.7288,1.0913,1.662,0.3018,0.7288,0.3018,2.427
nurse,2.8589,1.8939,0.6471,1.9354,0.9856,0.7095,0.9856,2.4594,0.9377,0.7095,0.9377,3.6225
hooker,-1.5354,-1.7565,0.6096,3.8106,0.3634,-0.0396,0.3634,3.0435,0.4289,-0.0396,0.4289,4.3697
barber,1.3268,0.2514,0.4514,1.1131,0.3271,0.1961,0.3271,1.9907,-0.0614,0.1961,-0.0614,1.9066
hairstylist,1.7307,0.5275,0.8032,1.4852,0.6731,0.2019,0.6731,2.3655,0.0724,0.2019,0.0724,2.2265
spectator,0.5504,-0.6225,-0.1621,0.835,0.0358,-0.163,0.0358,2.3852,0.2611,-0.163,0.2611,3.3039
Navy enlistee,1.9847,1.2197,0.9967,2.041,2.1534,0.8141,2.1534,3.8865,1.0993,0.8141,1.0993,2.1542
intern,1.5093,-1.38,0.0389,1.3071,0.412,0.1365,0.412,3.0926,0.6014,0.1365,0.6014,2.666
