term,E,P,A,E2,P2,A2
scoundrel,-2.6,-0.48,1.68,-2.6,-0.48,1.68
scrooge,-2.2,-0.16,-0.98,-2.2,-0.16,-0.98
secretary,1.63,-0.24,-0.26,1.63,-0.24,-0.26
security_guard,1.29,1.35,-0.12,1.29,1.35,-0.12
self_employed_worker,1.83,1.82,0.85,1.83,1.82,0.85
senator,0.03,2.25,0.82,0.03,2.25,0.82
senior_citizen,1.64,-0.76,-1.88,1.64,-0.76,-1.88
servant,0.64,-1.84,-1.14,0.64,-1.84,-1.14
server,1.81,-0.14,0.78,1.81,-0.14,0.78
sewing_machine_operator,1.1,-0.68,-0.26,1.1,-0.68,-0.26
sheet_metal_worker,0.95,0.18,1.19,0.95,0.18,1.19
sheriff,1.09,2.53,1.09,1.09,2.53,1.09
ship_captain,1.85,2.53,1.59,1.85,2.53,1.59
ship_engineer,1.48,1.84,0.3,1.48,1.84,0.3
shoe_repairman,1.43,0.06,-0.31,1.43,0.06,-0.31
shop_clerk,1.15,-0.49,0.22,1.15,-0.49,0.22
shopkeeper,1.33,0.25,0.15,1.33,0.25,0.15
shoplifter,-2.51,-0.72,-0.37,-2.51,-0.72,-0.37
shopper,0.62,0.62,0.78,0.62,0.62,0.78
shrew,-1.16,-1.37,-0.04,-1.16,-1.37,-0.04
shrimp,0.98,-2.44,-1.17,0.98,-2.44,-1.17
shrink,1,1.01,-0.83,1,1.01,-0.83
shut_in,-1.01,-2.15,-2.48,-1.01,-2.15,-2.48
shyster,-0.78,-1.15,-1.15,-0.78,-1.15,-1.15
sibling,2.26,1.43,1.53,2.26,1.43,1.53
sidekick,1.67,-0.02,0.31,1.67,-0.02,0.31
simpleton,-0.5,-1.47,-1.48,-0.5,-1.47,-1.48
single_parent,0.94,1.21,0.65,0.94,1.21,0.65
sinner,-1.77,-0.63,0.66,-1.77,-0.63,0.66
sissy,-1.29,-1.83,-0.88,-1.29,-1.83,-0.88
sister,1.9,1.25,1.37,1.9,1.25,1.37
sister_in_law,0.86,0.23,0.29,0.86,0.23,0.29
skeptic,-0.05,0.32,0.03,-0.05,0.32,0.03
skilled_worker,2.46,2.14,0.68,2.46,2.14,0.68
slave,-1.78,-2.92,-1.38,-1.78,-2.92,-1.38
slave_driver,-3.42,1.91,1.89,-3.42,1.91,1.89
sleuth,-0.57,0.77,-1.23,-0.57,0.77,-1.23
slob,-2.45,-1.15,-1.13,-2.45,-1.15,-1.13
